Filename,Dimension Duplicate,Dimension Original
ISIC_0012840.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0011089.jpg,"(1024, 768)","(1024, 768)"
ISIC_0010060.jpg,"(1024, 768)","(1024, 768)"
ISIC_0011212.jpg,"(1024, 768)","(1024, 768)"
ISIC_0010364.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000113.jpg,"(2816, 2112)","(2816, 2112)"
ISIC_0002780.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013397.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013181.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000290.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013114.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000176.jpg,"(944, 1127)","(944, 1127)"
ISIC_0000397.jpg,"(3072, 2304)","(3072, 2304)"
ISIC_0010477.jpg,"(1024, 768)","(1024, 768)"
ISIC_0002374.jpg,"(3024, 2016)","(3024, 2016)"
ISIC_0011177.jpg,"(1024, 768)","(1024, 768)"
ISIC_0008116.jpg,"(3024, 2016)","(3024, 2016)"
ISIC_0012214.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0012884.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0012677.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0012706.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0010341.jpg,"(1024, 768)","(1024, 768)"
ISIC_0009905.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000493.jpg,"(919, 802)","(919, 802)"
ISIC_0011225.jpg,"(1024, 768)","(1024, 768)"
ISIC_0011218.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012550.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0002246.jpg,"(3024, 2016)","(3024, 2016)"
ISIC_0008626.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014475.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0010606.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000035.jpg,"(1504, 1129)","(1504, 1129)"
ISIC_0013233.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0015038.jpg,"(6602, 4381)","(6602, 4381)"
ISIC_0000555.jpg,"(833, 680)","(833, 680)"
ISIC_0000075.jpg,"(1022, 767)","(1022, 767)"
ISIC_0014846.jpg,"(6641, 4440)","(6641, 4440)"
ISIC_0009885.jpg,"(1024, 768)","(1024, 768)"
ISIC_0011215.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012800.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0013015.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0010584.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000313.jpg,"(767, 576)","(767, 576)"
ISIC_0013047.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000161.jpg,"(962, 674)","(962, 674)"
ISIC_0012789.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000345.jpg,"(767, 576)","(767, 576)"
ISIC_0013118.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0011137.jpg,"(1024, 768)","(1024, 768)"
ISIC_0010003.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013981.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000213.jpg,"(718, 542)","(718, 542)"
ISIC_0011328.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012469.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013341.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013249.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0014357.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012094.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000073.jpg,"(1022, 767)","(1022, 767)"
ISIC_0010241.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014422.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0011164.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013461.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014791.jpg,"(6641, 4441)","(6641, 4441)"
ISIC_0013306.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012475.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013037.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0014502.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0011083.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000026.jpg,"(1504, 1129)","(1504, 1129)"
ISIC_0013672.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014598.jpg,"(2592, 1936)","(2592, 1936)"
ISIC_0001105.jpg,"(3072, 2304)","(3072, 2304)"
ISIC_0012230.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012116.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0010264.jpg,"(1024, 768)","(1024, 768)"
ISIC_0010215.jpg,"(1024, 768)","(1024, 768)"
ISIC_0015153.jpg,"(6601, 4401)","(6601, 4401)"
ISIC_0014529.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0001128.jpg,"(3072, 2304)","(3072, 2304)"
ISIC_0010567.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013918.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0009969.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013896.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0013835.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0010568.jpg,"(1024, 768)","(1024, 768)"
ISIC_0011210.jpg,"(1024, 768)","(1024, 768)"
ISIC_0015182.jpg,"(6628, 4419)","(6628, 4419)"
ISIC_0014527.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014609.jpg,"(2592, 1936)","(2592, 1936)"
ISIC_0013034.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000365.jpg,"(767, 576)","(767, 576)"
ISIC_0013865.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0001131.jpg,"(3072, 2304)","(3072, 2304)"
ISIC_0012512.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014476.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0001103.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0000416.jpg,"(3072, 2304)","(3072, 2304)"
ISIC_0012320.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0011135.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000383.jpg,"(2117, 1988)","(2117, 1988)"
ISIC_0011367.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000500.jpg,"(919, 802)","(919, 802)"
ISIC_0011362.jpg,"(1024, 768)","(1024, 768)"
ISIC_0009963.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012102.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000407.jpg,"(3072, 2304)","(3072, 2304)"
ISIC_0013800.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0013244.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0013458.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012710.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0014594.jpg,"(2592, 1936)","(2592, 1936)"
ISIC_0013311.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0000116.jpg,"(2048, 1536)","(2048, 1536)"
ISIC_0008807.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0014897.jpg,"(6668, 4459)","(6668, 4459)"
ISIC_0000128.jpg,"(2048, 1536)","(2048, 1536)"
ISIC_0012360.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0012445.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012155.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0010483.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013986.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000103.jpg,"(2048, 1536)","(2048, 1536)"
ISIC_0012835.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0013208.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0009968.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013140.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0013486.jpg,"(2304, 1536)","(2304, 1536)"
ISIC_0013568.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0010020.jpg,"(1024, 768)","(1024, 768)"
ISIC_0013205.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0012851.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0010222.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000157.jpg,"(963, 629)","(963, 629)"
ISIC_0001140.jpg,"(1936, 1936)","(1936, 1936)"
ISIC_0000162.jpg,"(964, 640)","(964, 640)"
ISIC_0013438.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012679.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0000442.jpg,"(3072, 2304)","(3072, 2304)"
ISIC_0010244.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000274.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012227.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0011344.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012237.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0009877.jpg,"(1024, 768)","(1024, 768)"
ISIC_0010019.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012374.jpg,"(3008, 2000)","(3008, 2000)"
ISIC_0014855.jpg,"(6628, 4419)","(6628, 4419)"
ISIC_0000190.jpg,"(722, 543)","(722, 543)"
ISIC_0000275.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014657.jpg,"(6602, 4361)","(6602, 4361)"
ISIC_0010077.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000511.jpg,"(919, 802)","(919, 802)"
ISIC_0009188.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0011169.jpg,"(1024, 768)","(1024, 768)"
ISIC_0014337.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0011117.jpg,"(1024, 768)","(1024, 768)"
ISIC_0000021.jpg,"(1504, 1129)","(1504, 1129)"
ISIC_0013606.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0012998.jpg,"(1007, 704)","(1007, 704)"
ISIC_0012907.jpg,"(3872, 2592)","(3872, 2592)"
ISIC_0014535.jpg,"(4288, 2848)","(4288, 2848)"
ISIC_0010852.jpg,"(1024, 768)","(1024, 768)"
ISIC_0012982.jpg,"(3872, 2592)","(3872, 2592)"
